name,address,city,state,postal_code,phone,email,website,description,latitude,longitude
Casa dei Bambini Montessori - Zelig Sociale Soc. Coop. Sociale ONLUS (Paritaria),Passeggio Calamandrei 2,Siena,Siena,53100,0577601949,bacconi@zeligsociale.it,https://www.zeligsociale.it,,43.3445393,11.3234929
Casa dei bambini Montessori di Via Livenza (Statale),Via Livenza 8,Roma,Roma,00198,0685354906,RMIC8BL001@istruzione.it,https://www.alfierilantedellarovere.it,Dipende da:  Istituto Comprensivo Statale &quot;Alfieri-Lante della Rovere&quot;,41.9133216,12.4954206
Casa dei Bambini Plesso Pizzigoni (Statale),"Via Cappuccini, ang. via Podgora",Brindisi,BR,72100,0831584908,bric81500g@istruzione.it,https://www.iccappuccinibrindisi.edu.it,Dipende da IC Cappuccini Brindisi,40.6337247,17.9255552
Casa dei bambini plesso “Tofare”,Via Colle Gioioso 2,Monteprandone,Ascoli Piceno,63076,0735702474,apic82800g@istruzione.it,https://www.icmonteprandone.gov.it/,Dipende da: I.C. &quot;Monteprandone&quot;,42.9047212,13.8486186
Casa dei bambini Sacra famiglia (Paritaria),Via Piave 11,"Corticelle Pieve, Dello ",Brescia,25020,0308089232,sacrafamigliamontessori@gmail.com,https://www.facebook.com/sacrafamigliacorticelle/,,45.4234302,10.1228097
"Casa dei bambini Scuola dell'infanzia plesso ""Aladino"" (Statale)",Via Fontanella 2,Porto Sant&#039;Elpidio,FM,63821,0734992287,APIC83600E@istruzione.it,http://www.isc1pse.gov.it,,45.50622720835721,9.117972286031202
Casa dei bambini Scuola dell'infanzia plesso Aladino,Via Fontanella 2,Porto Sant&#039;Elpidio ,Fermo,63821,0734992287,APIC83600E@istruzione.it,https://www.isc1pse.gov.it,"Dipende da: I.C. “Rita Levi Montalcini”<br>Via Fontanella, 2 - 63821 Porto Sant&#039;Elpidio (FM)",43.2564397,13.7578362
Casa dei bambini “Carducci” (Comunale),Via Dante 5/2,Bologna,Bologna,40136,051340264,scuolainfanziacarducci@comune.bologna.it,https://www.comune.bologna.it/luoghi/scuola-infanzia-carducci,,44.4869997,11.3552283
Casa dei bambini “M. Montessori” (Privata),Via Marconi 1,Porto Recanati,Macerata,62017,3936789230,casadeibambini@montessori-portorecanati.it,https://www.montessori-portorecanati.it,,43.4226365,13.6536376
Casa dei bambini “Piccolo Seme” (Progetto Culturale Condiviso),Via Don Cesare Bizzarri 1 Parma,Parma,Parma,43126,3273554663,unvillaggiopercrescere@gmail.com,https://www.unvilllaggiopercrescere.it,Associazione Un Villaggio per Crescere ,44.7992662,10.2855393
Casa dei bambini “Viale dei Gemelli” (Statale),Via Pigna 27,Giugliano di Campania,Napoli,80014,0818958351,naee346003@istruzione.it,http://www.quintocircologiugliano.edu.it,Dipende dal V Circolo Didattico &quot;Maria Montessori&quot;,40.93299409999999,14.1746536
"Casa dei bambini, Primaria Montessori ""Anna Frank”, Scuola Secondaria di 1° grado (Statale)",Via Friuli 18,Cinisello Balsamo,Milano,20092,0266047583,miic82500q@istruzione.it,https://www.isc-paganelli.gov.it ,"Casa dei bambini all’interno della scuola dell’infanzia &quot;Sardegna pallino blu&quot;<br>Dipende da I.S.C. Balilla Paganelli, Via Friuli, 18 – 20092 Cinisello Balsamo (MI)",45.5502075,9.2351279
"Casa dei bambini, Primaria, Scuola secondaria di 1° grado - I.C. ""Via G. Messina"" (Statale)",Via G. Messina 51,Roma,Roma,00173,067210164,RMIC839006@istruzione.it,https://www.icviagmessina.gov.it,,41.8591597,12.5760166
Casa dei bambini- (Statale) - Plesso scuola dell'infanzia l'Aquilone di Castelferretti,Via Marconi 10,Falconara Marittima,Ancona,60015,071910576,anic82400n@istruzione.it,https://www.istitutocomprensivoraffaellosanzio.gov.it,Dipende da Istituto Comprensivo Statale Raffaello Sanzio,43.6220339,13.3702811
"Centro per l' infanzia ""La carica dei 101"" (privato)","Via Benedetto Croce, 35",Macerata,Macerata,62100,3474091157 - 0733261346,info@lacaricadei101.net,https://infanzia101.webnode.it/,0-36 mesi,43.30896,13.46205
"Educazione primaria bilingue Montessori Farm ""Flaminia Guidi"" (Privata)",Largo Città dei Ragazzi 1,Roma,Roma,00163,3388186606,info@montessoriinpratica.it,,,41.8448936,12.3577608
Ghirigoro Il nido dei bimbi (Privata),Via Lavariano 4,Udine,Udine,33100,3938958623,michela.crismani@ghirigoro.it,https://www.asilonidoudine.it,,46.0418725,13.2533345
I.C. Marconi Sacchetti Sassetti (Statale),Piazza Mazzini 7,Rieti,Rieti,02100,0746201195,RIIC822006@istruzione.it,https://www.icmarconisacchettisassetti.it,,42.4044391,12.8628756
IC ''Centro storico Pestalozzi'' Plesso Vittorio Veneto - Scuola Primaria (Statale),Via della Colonna 1,Firenze,Firenze,50121,0552341337,fiic839003@istruzione.it,htpps://www.centrostoricopestalozzi.edu.it,,43.7740775,11.2660313
IC di Montegrotto Terme Primaria (Statale),Via Claudiana 5,Montegrotto Terme,PD,35036,049793487,pdic866008@istruzione.it,https://www.icmontegrotto.edu.it/,,45.3326217,11.7855055
IC Maria Montessori (Statale),Via Vittorio Veneto 273,Alcamo,TP,91011,092421906,tpic81100q@istruzione.it,https://www.icmariamontessori.edu.it,,37.9753646,12.9632802
"IC Montessori - Maria Clotilde Pini - Casa dei bambini, Primaria e Secondaria di primo grado (Statale)",Via S. Maria Goretti 41,Roma,Roma,00199,0686208392,rmic8g900l@istruzione.it,https://www.viicircolomontessori.it/,,41.931494,12.5204246
IC Pergine 2 C. Freinet (Statale),Via Amstetten 4,Pergine Valsugana,TN,38057,0461512312,fir.freinet@scuole.provincia.tn.it,https://www.pergine2.it,,46.066099890817526,11.229774198179864
IC Rovereto Est (Statale),Corso Rosmini 86,Rovereto,Trento,38068,04644333709,segr.ic.roveretoest@scuole.provincia.tn.it,https://www.roveretoest.it,,45.887471716044175,11.040219436775946
IC Vicchio (STATALE),Viale Beato angelico 28,Vicchio,Firenze,50039 ,055844254,fiic81500e@istruzione.it,https://www.icvicchio.edu.it,,43.9880395,11.5020752
Il Nido Blu - Cooperativa Sociale San Saturnino (Privata),Via Tevere 40,Roma,Roma,00198,3458103115,ilnidoblu@coopsansaturnino.org,,,41.9128111,12.4965352
Istituto Comprensivo San Lucido (Statale),Via Strada 1,San Lucido,Cosenza,87038,098281056,CSIC84100C@istruzione.it,,,39.3073241,16.0526257
Istituto Comprensivo Statale Luigi Pirandello (Statale),Via Nanterre,Pesaro,PU,,,cinzia.biagini@istruzione.it,,,43.89434881898304,12.898215716336455
Istituto Comprensivo “A.B. Sabin” (Statale),V. F.lli Cervi,Segrate,MI,20090,,MIIC8BK00L@istruzione.it,https://www.icsabin.gov.it,,45.49671622359614,9.267091146042814
Istituto Comprensivo “Rita Levi Montalcini”,Via Papa Giovanni XXIII 5,Montebelluna,,31044,042322284,tvic883004@istruzione.it,,,45.775491,12.0439904
"Lecce Micronido d'infanzia ""Oxford"" - Casa dei bambini ""Maria Montessori"" - Scuola Primaria Bilingue (Paritaria)",Via Adriatica 10,Lecce,Lecce,73100,0832390312,materna@oxfordiamo.com,https://www.oxfordgrouplecce.it/,,40.36309230000001,18.1698497
Loc. San Polo - Scuola primaria “Don Lorenzo Milani” (Statale),Via Poggio della Croce 31,Loc. San Polo Greve in Chianti,Firenze,50022,055855084,FIIC826001@istruzione.it,https://www.comprensivogreve.gov.it,"Dipende da: Istituto Comprensivo Statale di Greve in Chianti<br>V.le G. Da Verrazzano, 8 – 50022, Greve in Chianti (FI)",43.6708429,11.3604731
Micronido e Casa dei bambini - La margherita – La casa operosa (APS Montessori) (Privata),Via Amedeo Avogadro 60/62,Roma,Roma,00146,3470166768,info@lacasaoperosa.it,,"18-36 mesi - La Casa Operosa<br>3-6 anni - La Margherita",41.8665189,12.472118
Micronido Montessori (in convenzione con Roma Capitale),Via Nomentana 54,Roma,Roma,00161,0644235477,micronidomontessori@gmail.com,https://www.instagram.com/micronido_montessori_roma,,41.9131817,12.5074303
"Micronido Montessori bilingue ""I Cuccioli"" (Privato)",Via Crocera 17,Sesto Calende,Varese,21018,3475419701,info@micronidoicuccioli.it,,,45.74010519077164,8.599844682826072
Micronido Primi Sorrisi snc di Taverni Sena e Strada Domenica Paola,Via Roma 83,Pregnana Milanese,MI,20006,3204574807,primisorrisi@virgilio.it,https://www.nidoprimisorrisi.it/,,45.5160128,9.0084349
"Monteroni di Lecce Casa dei bambini - I.C. ""Polo 1"" (Statale)",Via Gramsci,Monteroni di Lecce,Lecce,73047,0832327084,LEIC84100R@istruzione.it,https://www.comprensivoprimopolomonteroni.gov.it,,40.3253351,18.1023315
Montessori Visco Primaria (Privata),Via Pietro Gioitti 15,Visco,Udine,33050,3929580689,arting.aps@gmail.com,,,45.8911817,13.3462483
"Nido ""InaBimbi"" di InaAssitalia - Generali (Privata)",Via Bissolati 23,Roma,Roma,00187,0642010500,nidoinabimbi@tiscali.it,,,41.905116,12.4867883
"Nido ""La casetta magica Srl"" (Privato)",Via Adolfo Consolini 30,Potenza,Potenza,85100,0971309290,casettamagicasrl@gmail.com,,,40.6575008,15.8015801
"Nido ""Le Capriole"" (Privata)",Via del Capitello 88,Trento,Trento,38123,3405632836,nidolecapriole@gmail.com,https://www.facebook.com/nidolecapriole2016,,46.0430714,11.1020432
Nido (Comunale), Via Donizetti 33,Chiaravalle,Ancona,60033,0717451547,,,,43.6019048,13.3186532
Nido (comunale) - Nidotondo,Via Vogel,Recanati,Macerata,62019,0717576037,asilonido@comune.recanati.mc.it,https://servizisociali@comune.recanati.mc.it,,43.3946856,13.5321234
"Nido (Comunale), Casa dei bambini e Primaria (Private) ""Scuola Internazionale Montessori Nerina Noè""",Via Viggiano 78,Roma,Roma,00178,065037101,info@montessorinternazionale.it,https://www.montessorinternazionale.it,,41.8330778,12.5412761
"Nido (Privata) Casa dei bambini e Primaria ""Giuseppe Bedetti"" (Paritaria)",Via Bignanico 4,Como,Como,22100,031571235,segreteria@montessori.co.it,https://www.montessori.co.it,Associazione Scuola Montessori,45.8220453,9.062653
"Nido (Privata) e Casa dei bambini (Paritaria) bilingue - Kindergarten ""Dragonetti""",Via Contrada Monte d&#039;Alba 10,Trani,Barletta Andria Trani,76125,3938939884,info@kindergartendragonetti.it,https://www.kindergartendragonetti.it,,41.2716137,16.4170395
Nido (Privata) e Casa dei bambini (Paritaria) Istituto Montessori Pozzuoli,Via Montenuovo 105D,Pozzuoli,Napoli,80072,0818042684,segreteria@montessoripozzuoli.it,https://www.montessoripozzuoli.it,,40.8464929,14.0709593
"Nido (Privata), Casa dei bambini e Primaria ""Paolina Poggi"" (Paritarie)",Via A. Moscatelli 284,Mentana,Roma,00013,069093244,scuolapaolinapoggi@tiscali.it,https://www.scuolapaolinapoggi.it,,42.0323743,12.6424255
Nido (Privato) - Oasis Mascherona,Salita di Mascherona 10R,Genova,Genova,16123,0102469009,mascherona.oasis@gmail.com,,,44.4056392,8.9306079
Nido (Privato) - Oasis Montebruno,Via Parini 21,Genova,Genova,16145 ,0103623852,montebruno.oasis@gmail.com,,,44.394841,8.9590806
Nido (Privato) e Casa dei bambini (Paritaria) - Complesso Scolastico Cardinal Ragonesi,Viale IV Novembre 23,Viterbo,Viterbo,01100,07611891380,info@cardinalragonesi.it,https://www.cardinalragonesi.it,,42.4177419,12.1134773
"Nido (Privato), Casa dei bambini e Primaria, Scuola Secondaria di 1° grado Maria Montessori (Paritarie)",Via Cantoni 6,Castellanza,Varese,21053,0331504640,info.montessori@acof.it,,,45.6097957,8.9004037
Nido Angolo Montessori (Privato),Via Lucrezia della Valle 102/1,Catanzaro,Catanzaro,88100,3396265274,angolomontessori@gmail.com,,,38.8961375,16.5928127
Nido Arca dei bimbi,Via L. Tenco 77,Osimo,Ancona,60027 ,0719307032c,,,,43.5154944,13.49982
Nido Centro infanzia Montessori (Privato),Via Falcone 6,San Donà di Piave,Venezia,30027,3465011601,info@micronidomontessori.it,,,45.630335,12.5660992
Nido Collefiorito,Via Tonnini 7,Osimo,Ancona,60027,0719307031,,,,43.4822565,13.4841206
Nido d’Infanzia: “Aquilone”,Via Salvatore Quasimodo 2,Falconara Marittima,AN,60015,0719188056,aquilone@virtuscoop.it,,,43.6024439,13.3636504
Nido d’Infanzia: “Aquilone”,Via Salvatore Quasimodo 2,Falconara Marittima,AN,60015,0719188056,aquilone@virtuscoop.it,,,43.6024439,13.3636504
"Nido e Casa dei bambini ""Il Girasole"" scuola bilingue italiano-LIS (Privata)",Via Macedonia 17,Roma,Roma,00179,067887152,info@nidogirasole.com,https://www.nidogirasole.com ,,41.8677293,12.5154628
"Nido e Casa dei bambini ""Mary Poppins"" (Privata)",Via San Giacomo 24,Carpi,Modena,41012,059654335,marypoppins@marypoppinscarpi.it,https://www.marypoppinscarpi.it,,44.7899463,10.8641895
Nido e casa dei bambini - Rainbow Playschool - Montessori Method in English (Privata),Via Europa 3D,Cercola,Napoli,80040,08118096773,info@rainbowplayschool.it,https://www.rainbowplayschool.it,,40.85590029999999,14.3499465
Nido e Casa dei bambini MOM - Montessori Montalto (Privata),Corso Italia 13,Montalto Uffugo,Cosenza,87046,0984406855,montaltomontessori@gmail.com,https://www.montessorimontalto.it,,39.4277586,16.2364249
Nido e Casa dei Bambini “A modo tuo” di Adrover M.,Via Monterosso 20,Gallarate,Varese,21013,3476861236,info@nidoamodotuo.it,https://www.nidoamodotuo.it,,45.6567715,8.7734839
Nido e Casa dei Bambini “G. e C. Moschini” SPES (Paritaria),Via C. Battisti 229,Padova,Padova,35129,049650549,info@spes.pd.it,https://www.spes.pd.it,,45.4046099,11.8832323
Nido e casa dei bambini “M. Montessori” – SPES (Paritaria),Via Tiepolo 85,Padova,Padova,35129,0498697743,info@spes.pd.it,https://www.spes.pd.it,,45.4068988,11.8959525
"Nido il girasole (Privato), Scuola materna La vittoria (Paritaria)",Via Olimpia 2,Provaglio d&#039;Iseo,BS,,030983195,referente.materna@scuolamaternalavittoria.com,,,45.74230045256664,10.019233602140913
Nido Marchi (Privato),Via Emilia Ovest 29,Parma,Parma,43126,0521981715,marchi@auroradomus.it,,Gestito da Aurora domus,44.8079487,10.3011946
"Nido Montessori ""Crescere Insieme"" (Privata)",Via di Montespaccato 26,Roma,Roma,00166,0645444672,simonaq2004@yahoo.it,,,41.90764130000001,12.3932135
"Nido Montessori ""Il Giardino dell’Infanzia"" (Privata)",Via Cardinale Massimi 13,Roma,Roma,00167,3397537977,info@ilgiardinodellinfanzia.it,https://www.ilgiardinodellinfanzia.it,,41.9114118,12.4294608
"Nido Montessori ""L’Astronauta"" (Privata)",Via Gerolamo Belloni 88,Roma,Roma,00191,0698932693,info@lastronauta.it,https://www.lastronauta.it,,41.94271029999999,12.4781873
Nido Montessori (Privato) Magicabula Nirvana,Via Nicola Abbagnano 13,Senigallia,Ancona,60019,0717927365,nirvana-club@libero.it,https://www.nirvanasenigallia.it,,43.7091926,13.2115833
Nido Oasi dei Bimbi,Via Martiri della Libertà,Osimo,Ancona,60027,0719307033,,,,43.4810753,13.4896644
Nido Peter Pan,Via Santa Cecilia 2/a,Osimo,Ancona,60027,0719307034,,,,43.472332,13.512088
Nido Peter Pan e Casa dei bambini San Francesco d'Assisi - (Privato) - Istituto Opera San Francesco,Via Paolo Borsellino 65,Cerignola,Foggia,71042,0885421570,opera.sanfrancesco@virgilio.it,https://scuoleoperasanfrancesco@legalmail.it,,41.2633735,15.9080878
Nido “Europa” SPES (Paritaria),Via Dalmazia ,Curtarolo,Padova,35010,0499620616,info@spes.pd.it,https://www.spes.pd.it,,45.5238818,11.8376503
Nido “La Pisanella” - Cooperativa Sociale San Saturnino (Convenzionato con il Comune e privato),Via della Pisana 974,Roma,Roma,00163,392 9051962,pisanella@coopsansaturnino.org,,,41.8647615,12.3864842
Nido “Pan di zucchero” - Cooperativa Sociale San Saturnino (Privata),Via Tripoli 64,Roma,Roma,00199,0686399024,pandizucchero@coopsansaturnino.org,,,41.9279938,12.5214452
"Nido, Casa dei bambini e Primaria ""Centro Educativo Maria Montessori"" (Privata)",Via Tito Livio 7,Roma,Roma,00136,0635451324,casa.bambini@yahoo.it,,,41.91473,12.4439463
"Nido, Casa dei bambini e Primaria ""Il Giardino di Archimede"" (Privata)",Via di Cori 54,Velletri,Roma,00049,0696155164,info@cooperativaarchimede.it,https://www.cooperativaarchimede.it,,41.6940686,12.8012752
"Nido-Micronido (Privata) e Casa dei bambini (Paritaria) ""Coop. Sociale ONLUS a.r.l.""",Via Monte S. Michele 1,Foggia,Foggia,71100,881580306,casadeibambinifg@gmail.com,,,41.4634638,15.5556972
Papaveri nel grano (gestita da La grande casa) (Privato),Piazza San Martino 7,Bovisio Maciao,MB,,,vincenza.nastasi@lagrandecasa.it,,,45.78551665707591,9.144505804935662
Piccolo gruppo educativo Il sassolino (Privato),Via Aldo Capra 13,San Prospero,PR,43122,0521261164,ilsassolino@unvillaggiopercrescere.it,http://www.villaggiopercrescere.it,Associazione Un Villaggio per Crescere,44.7814793,10.3984791
Piccolo gruppo educativo “Casa dei Piccoli” (Privata),Borgo Pace 8/A,Parma,PR,43121,,priscilla.coruzzi@icloud.com,,,44.8037021,10.334219
"Plesso San Sisto, dipende da IC Mazzini (Statale)",Via della Fonte 5,L&#039;Aquila,AQ,67100,0862315912,AQIC84700G@istruzione.it,http://www.icmazzini.edu.it,,42.353608,13.3678254
Plesso Valussi IC 2 Udine (Statale),"Via Francesco Petrarca, 19",Udine,Udine,33100,0432299029,UDIC842006@istruzione.it,https://2icudine.edu.it/,,46.0625094,13.2431537
Polo Educativo Bergamella 0/6 - Nido (Privato) e casa dei bambini (Paritaria),Via Lovati 37,Sesto San Giovanni,Milano,20099,0247758934,segreteria.polobergamella@gmail.com,https://www.polobergamella.it,,45.5248952,9.2515036
"Primaria ""De Scalzi-Polacco"" (Statale)",Via Ricci 8,Genova,Genova,16122,010564568,GEIC854002@istruzione.it,https://www.maddalena-bertani.gov.it,Dipende da: Istituto Comprensivo Maddalena - Bertani,44.4077376,8.944303099999999
"Primaria ""Don Milani"" (Statale)",Via Feramolino 1,Bergamo,Bergamo,24126,035262122,segreteria@icmuzio.gov.it,https://www.icmuzio.gov.it,"Dipende da I.C. &quot;V. Muzio&quot; Via S. Pietro ai Campi, 1 - 24126 Bergamo",45.6697566,9.6408822
"Primaria ""L. Garzoni"" (Statale)",Via Dante 7,Udine,Udine,33100,3281003169,UDIC842006@istruzione.it,https://www.2.icudine.it,Dipende da: Istituto Comprensivo II ,46.05902,13.23966
"Primaria ""Maria Mazzini"" - I.C. Castelletto (Statale)",Corso Firenze 1,Genova,Genova,16136,0102722375,GEIC853006@istruzione.it,https://www.iccastelletto.edu.it,,44.4156329,8.9329783
"Primaria ""Maria Montessori"" (Statale)",Via Brunamonti 7,Perugia,Perugia,06123,0755724713,PGIC862006@istruzione.it,https://www.istitutocomprensivoperugia2.it,"Dipende da: Istituto Comprensivo Perugia 2 &quot;Foscolo, Ciabatti, S. Erminio&quot;<br>Via Pinturicchio, 64 -  06122 Perugia",43.1142479,12.3947108
Primaria (statale) IC di Susegana,Via Carpeni 7,Susegana ,Treviso,31058,043873256,tvic85200c@istruzione.it,https://www.icsusegana.edu.it,,45.851098,12.245954
Primaria (statale) Plesso Bindoni - IC Primo Martini,Via Rapisardi,Treviso,Treviso,31100,0422300706,tvic870002@istruzione.it,,,45.6811699,12.2491421
Primaria (Statale) plesso De Amicis,Via Marche,Porto Sant&#039;Elpidio,Fermo,63821,0734992287,APIC83600E@istruzione.it,https://www.isc1pse.gov.it  ,"Dipende da:  I.C. “Rita Levi Montalcini”<br>Via Fontanella, 2 - 63821 Porto Sant&#039;Elpidio (FM)",43.2667964,13.7524538
"Primaria - Direzione Didattica ""Alessandro Manzoni"" (Statale)",Corso Svizzera 59,Torino,Torino,10143,011740308,TOEE03900Q@istruzione.it,,,45.081635,7.650163399999999
"Primaria - I.C. ""Rita Levi Montalcini"" - plesso ""Vittorio Alfieri"" (Statale)",Via Palmieri 58,Torino,Torino,10138,0114476070,TOIC88300Q@istruzione.it,,,45.0718366,7.659515600000001
Primaria - I.C. Don Milani (Statale),Via Pietro Mascagni 1,Vimercate,Monza e Brianza,20871,039667522,MIIC8EX007@istruzione.it,https://www.icdonmilanivimercate.gov.it,,45.6003576,9.387562899999999
"Primaria - plesso ""Benedetto Passerini"" - I.C. Manzoni (Statale)",Via San Fedele 7,Sommo (Fraz di Cava Manara),Pavia,27048,,pvic81200b@istruzione.it,,,45.13226170000001,9.085223
Primaria 2° circolo didattico - Plesso di Via Caprera,Via Caprera 1,Capoterra,Cagliari,09012,070729161,caee088006@istruzione.it,https://www.capoterra2.edu.it,,39.17958399175323,8.971691116177025
"Primaria e Scuola secondaria di 1° grado - I.C. ""Maria Montessori"" (Statale)",Via G. Leopardi 8,Chiaravalle,Ancona,60033,0717450821,anic85200T@istruzione.it,https://www.icmontessoriano.it,,43.5985154,13.326063
Primaria e Scuola Secondaria di 1° grado - I.C. “Ilaria Alpi” (Statale),Via Salerno 1,Milano,Milano,20142,0288444696,MIIC8DZ008@istruzione.it,https://www.icilariaalpi.gov.it,,45.43780760000001,9.1485407
Primaria IC Pasquale Tola (Statale),Via Rockefeller,Sassari,,07100,0792845254,ssic855005@istruzione.it,https://www.icpasqualetolass.it,,40.7157827,8.5529922
Primaria Istituto Comprensivo 13 (Statale),Via dell&#039;Angelo Custode 1/3,Bologna,Bologna,40141,051471998,boic85700e@istruzione.it,https://www.ic13bo.edu.it/,,44.4592189,11.3685066
Primaria Istituto Comprensivo M. Minerbì,Via Gagliardi 9,Mogliano Veneto,Treviso,31031,041453924,tvic87700r@istruzione.it,https://www.icminerbi.edu.it,,45.5564393,12.2457631
Primaria Istituto Comprensivo Statale di Casier (Statale),Via Peschiere 16,Dosson di Casier,Treviso,31030 ,0422 3800848 ,info@iccasier.edu.it,https://www.iccasier.edu.it,,45.633138,12.2589911
Primaria Montessori (Statale),Via Podgora 30,Ancona,Ancona,60123,07131798,ANIC81100G@istruzione.it,https://www.augustoscocchera.it,Dipende da: Istituto Comprensivo &quot;Augusto Scocchera&quot;,43.613492,13.5279264
Primaria Montessori e Scuola di Secondaria di Primo Grado - plesso Via Quarenghi (Statale),Via Quarenghi 10,Milano,Milano,20151,0288440104,MIIC8C300P@istruzione.it,https://www.icriccardomassa.mi.it,"Dipende da Istituto Comprensivo &quot;Riccardo Massa&quot;<br>Via Brocchi 5 - 20151 Milano",45.4948199,9.1208274
"Primaria plesso ""Garibaldi"" (Statale)",Via Mondovì 16,Roma,Roma,00183,067017797,RMIC8GE009@istruzione.it,https://www.istitutocomprensivoceneda.it,Dipende da: Istituto Comprensivo &quot;Ceneda&quot;,41.8777096,12.5152164
Primaria “Giosué Carducci” - Istituto Comprensivo 20 (Statale), Via Dante 3,Bologna,Bologna,40125,051347890,BOIC87900B@istruzione.it,https://www.istitutocomprensivo20bologna.gov.it,,44.4869315,11.3546237
Primaria “M. Montessori” - SPES (Paritaria),Via Ognissanti 72,Padova,Padova,35129,0498697748,info@spes.pd.it,https://www.spes.pd.it,,45.4066172,11.8965045
Primaria “Maria Montessori” - Istituto Comprensivo “Enrico Mestica” (Statale),Via dei Sibillini 37,Macerata,Macerata,62100,0733239334,MCIC82800P@istruzione.it,https://www.istitutomesticamacerata.it ,,43.2979896,13.4498182
Rione sud Giardino incantato,Via Venezia 11,Rovereto,TN,38068,0464431163,scuolainfanzia.rionesud@scuole.provincia.tn.it,,,45.88078738057309,11.033447909815433
"Roma - Casa dei bambini ""Forte Antenne"" (Statale)",Via Ponte Salario 140,Roma,Roma,00199,0686214233,RMIC8D7005@istruzione.it,https://www.scuolamediaboccioni.org,Dipende da: Istituto Comprensivo &quot;Via Boccioni&quot;,41.9366555,12.5019637
Scuola dell' infanzia Muzio Gallo,Via 2 Giugno 7,Osimo,Ancona,60027,0719307035,,,,43.4839648,13.4765575
"Scuola dell'Infanzia ""Arcobaleno"" (Statale)",Via Targhini 4045,Calabrina di Cesena,Forlì-Cesena,47521,0547384681,foee021005@istruzione.it,https://www.cesena5circolo.edu.it,"Dipende da Direzione Didattica V Circolo di Cesena via A. Frank 185, Cesena 47521 (FC) ",44.133258,12.2160104
"Scuola dell'infanzia ""Casa dei bambini"" plesso via dell'Acquasanta, dipende da IC Rossini",Via Acquasanta 19,San Marcello,AN,60030,0731267158,anic805008@istruzione.it,https://www.icgioacchinorossinisanmarcello.edu.it,,43.54093011102538,13.176316426936475
"Scuola dell'infanzia ""Frati Cappuccini"", dipende da IC Mazzini - Modugno (Statale)",Piazzetta Frati Cappuccini,Bari,Bari,70122,0805211367,baic847001@istruzione.it,https://www.icmazzinimodugno.edu.it,,41.1194679,16.8665585
"Scuola dell'infanzia ""T. Fiorini"" e Nido ""S. Carlo""",Via Brescia 42,Lumezzane,Brescia,25065,030 872604,smvalle.lumezzane@valtrompianet.it,,,45.6517596,10.2369549
"Scuola dell'infanzia - Istituto Comprensivo Colleferro I ""Margherita Hack"" (Statale) - Plesso Barchiesi",Vicolo Schiavi 7,Colleferro,Roma,00034,0697305269,rmic8c200b@istruzione.it,https://www.comprensivocolleferro1.it,,41.74136,13.00054
Scuola dell'infanzia di Grumello del Piano (Statale),Via Tagliamento 2,Bergamo,BG,24126,035254029,bgic811007@istruzione.it,https://www.icmuzio.edu.it/indirizzo-di-studio/scuola-infanzia/,"Dipende da I.C. &quot;V. Muzio&quot; Via S. Pietro ai Campi, 1 - 24126 Bergamo",45.6660455,9.6389117
Scuola dell'infanzia di Rondò Brenta e Primaria di Viale Diaz dipende da ICS 3 di Bassano del Grappa,Via Veneto,Rondò Brenta,Vicenza,36061,0424501270,viic88100q@istruzione.it,https://www.ic3bellavitis.edu.it,Dipende da ICS 3,45.7594151,11.7121039
Scuola dell'infanzia Diaz dipende da IC E Borrello-F. Fiorentino (Statale),Piazza 5 Dicembre,Lamezia Terme Sambiase,CZ,88046,0968437119,czic868008@istruzione.it,https://www.icborrellofiorentino.edu.it,,38.9666254,16.2767482
Scuola dell'infanzia e primaria IC S. G. Bosco-Benedetto XIII-Poggiorsini (Statale),Corso Vittorio Emanuele 32,Gravina in Puglia,Bari,70024,0803221229,baic88100c@istruzione.it,https://www.icsgboscogravina.edu.it,,40.8163817,16.4166875
Scuola dell'Infanzia e Scuola Primaria Bilingue (Privata) Montessori school,Via S. Pio X 19,Frazione Passarella del Comune di San Donà di Piave,Venezia,30027,0421235591,montessori.veneto.orientale@gmail.com,,,45.5810872,12.6066233
"Scuola dell'infanzia equiparata ""G.B. Chimelli 1""",Viale Petri 2,Pergine Valsugana,TN,38057,0461532422,info@asifchimelli.it,http://www.asifchimelli.eu/strutture.php,,46.06252881541863,11.238387055851518
Scuola dell'Infanzia Fra' Giuseppe (Paritaria),Via Valsugana 80,Villarazzo Castelfranco Veneto,Treviso,31033,0423494202,scuolainfanziavillarazzo@gmail.com,,,45.6800582,11.9054873
"Scuola dell'infanzia ICS n°1 ""L. Milani"" (statale)",Via Puglia 4,Policoro,Matera,75025,0835985908,MTIC831002@istruzione.it,https://www.icmilanipolicoro.edu.it,,40.2100041,16.6734823
Scuola dell'infanzia Le colline dipende da cd Cesena 4 (Statale),Via Paradiso 208,Montiano,FC,47020,0547302708,foee020009@istruzione.it,https://www.dd4cesema.edu.it,,44.0619851,12.29172
Scuola dell'infanzia paritaria M. Montessori gestita da Associazione Insieme donne (Paritaria),Via Bitonto 10,Altamura,BA,70022,0803142233,montessorialtamura@libero.it,https://www.scuolamontessori.it,,40.814696893911226,16.55175967450562
